Iteration,A,R,sdvig,polojenie
101209,1.5,18,60,-42.5
101210,1.5,18,60,-40.0
101211,1.5,18,60,-37.5
101212,1.5,18,60,-35.0
101213,1.5,18,60,-32.5
101214,1.5,18,60,-30.0
101215,1.5,18,60,-27.5
101216,1.5,18,60,-25.0
101217,1.5,18,60,-22.5
101218,1.5,18,60,-20.0
101219,1.5,18,60,-17.5
101220,1.5,18,60,-15.0
101221,1.5,18,60,-12.5
101222,1.5,18,60,-10.0
101223,1.5,18,60,-7.5
101224,1.5,18,60,-5.0
101225,1.5,18,60,-2.5
101226,1.5,18,60,0.0
101227,1.5,18,60,2.5
101228,1.5,18,60,5.0
101229,1.5,18,60,7.5
101230,1.5,18,60,10.0
101231,1.5,18,60,12.5
101232,1.5,18,60,15.0
101233,1.5,18,60,17.5
101234,1.5,18,60,20.0
101235,1.5,18,60,22.5
101236,1.5,18,60,25.0
101237,1.5,18,60,27.5
101238,1.5,18,60,30.0
101239,1.5,18,60,32.5
101240,1.5,18,60,35.0
101241,1.5,18,60,37.5
101242,1.5,18,60,40.0
101243,1.5,18,60,42.5
101244,1.5,18,60,45.0
101245,1.5,18,60,47.5
101246,1.5,18,60,50.0
101247,1.5,18,70,-50.0
101248,1.5,18,70,-47.5
101249,1.5,18,70,-45.0
101250,1.5,18,70,-42.5
101251,1.5,18,70,-40.0
101252,1.5,18,70,-37.5
101253,1.5,18,70,-35.0
101254,1.5,18,70,-32.5
101255,1.5,18,70,-30.0
101256,1.5,18,70,-27.5
101257,1.5,18,70,-25.0
101258,1.5,18,70,-22.5
101259,1.5,18,70,-20.0
101260,1.5,18,70,-17.5
101261,1.5,18,70,-15.0
101262,1.5,18,70,-12.5
101263,1.5,18,70,-10.0
101264,1.5,18,70,-7.5
101265,1.5,18,70,-5.0
101266,1.5,18,70,-2.5
101267,1.5,18,70,0.0
101268,1.5,18,70,2.5
101269,1.5,18,70,5.0
101270,1.5,18,70,7.5
101271,1.5,18,70,10.0
101272,1.5,18,70,12.5
101273,1.5,18,70,15.0
101274,1.5,18,70,17.5
101275,1.5,18,70,20.0
101276,1.5,18,70,22.5
101277,1.5,18,70,25.0
101278,1.5,18,70,27.5
101279,1.5,18,70,30.0
101280,1.5,18,70,32.5
101281,1.5,18,70,35.0
101282,1.5,18,70,37.5
101283,1.5,18,70,40.0
101284,1.5,18,70,42.5
101285,1.5,18,70,45.0
101286,1.5,18,70,47.5
101287,1.5,18,70,50.0
101288,1.5,18,80,-50.0
101289,1.5,18,80,-47.5
101290,1.5,18,80,-45.0
101291,1.5,18,80,-42.5
101292,1.5,18,80,-40.0
101293,1.5,18,80,-37.5
101294,1.5,18,80,-35.0
101295,1.5,18,80,-32.5
101296,1.5,18,80,-30.0
101297,1.5,18,80,-27.5
101298,1.5,18,80,-25.0
101299,1.5,18,80,-22.5
101300,1.5,18,80,-20.0
101301,1.5,18,80,-17.5
101302,1.5,18,80,-15.0
101303,1.5,18,80,-12.5
101304,1.5,18,80,-10.0
101305,1.5,18,80,-7.5
101306,1.5,18,80,-5.0
101307,1.5,18,80,-2.5
101308,1.5,18,80,0.0
101309,1.5,18,80,2.5
101310,1.5,18,80,5.0
101311,1.5,18,80,7.5
101312,1.5,18,80,10.0
101313,1.5,18,80,12.5
101314,1.5,18,80,15.0
101315,1.5,18,80,17.5
101316,1.5,18,80,20.0
101317,1.5,18,80,22.5
101318,1.5,18,80,25.0
101319,1.5,18,80,27.5
101320,1.5,18,80,30.0
101321,1.5,18,80,32.5
101322,1.5,18,80,35.0
101323,1.5,18,80,37.5
101324,1.5,18,80,40.0
101325,1.5,18,80,42.5
101326,1.5,18,80,45.0
101327,1.5,18,80,47.5
101328,1.5,18,80,50.0
101329,1.5,18,90,-50.0
101330,1.5,18,90,-47.5
101331,1.5,18,90,-45.0
101332,1.5,18,90,-42.5
101333,1.5,18,90,-40.0
101334,1.5,18,90,-37.5
101335,1.5,18,90,-35.0
101336,1.5,18,90,-32.5
101337,1.5,18,90,-30.0
101338,1.5,18,90,-27.5
101339,1.5,18,90,-25.0
101340,1.5,18,90,-22.5
101341,1.5,18,90,-20.0
101342,1.5,18,90,-17.5
101343,1.5,18,90,-15.0
101344,1.5,18,90,-12.5
101345,1.5,18,90,-10.0
101346,1.5,18,90,-7.5
101347,1.5,18,90,-5.0
101348,1.5,18,90,-2.5
101349,1.5,18,90,0.0
101350,1.5,18,90,2.5
101351,1.5,18,90,5.0
101352,1.5,18,90,7.5
101353,1.5,18,90,10.0
101354,1.5,18,90,12.5
101355,1.5,18,90,15.0
101356,1.5,18,90,17.5
101357,1.5,18,90,20.0
101358,1.5,18,90,22.5
101359,1.5,18,90,25.0
101360,1.5,18,90,27.5
101361,1.5,18,90,30.0
101362,1.5,18,90,32.5
101363,1.5,18,90,35.0
101364,1.5,18,90,37.5
101365,1.5,18,90,40.0
101366,1.5,18,90,42.5
101367,1.5,18,90,45.0
101368,1.5,18,90,47.5
101369,1.5,18,90,50.0
101370,1.5,18,100,-50.0
101371,1.5,18,100,-47.5
101372,1.5,18,100,-45.0
101373,1.5,18,100,-42.5
101374,1.5,18,100,-40.0
101375,1.5,18,100,-37.5
101376,1.5,18,100,-35.0
101377,1.5,18,100,-32.5
101378,1.5,18,100,-30.0
101379,1.5,18,100,-27.5
101380,1.5,18,100,-25.0
101381,1.5,18,100,-22.5
101382,1.5,18,100,-20.0
101383,1.5,18,100,-17.5
101384,1.5,18,100,-15.0
101385,1.5,18,100,-12.5
101386,1.5,18,100,-10.0
101387,1.5,18,100,-7.5
101388,1.5,18,100,-5.0
101389,1.5,18,100,-2.5
101390,1.5,18,100,0.0
101391,1.5,18,100,2.5
101392,1.5,18,100,5.0
101393,1.5,18,100,7.5
101394,1.5,18,100,10.0
101395,1.5,18,100,12.5
101396,1.5,18,100,15.0
101397,1.5,18,100,17.5
101398,1.5,18,100,20.0
101399,1.5,18,100,22.5
101400,1.5,18,100,25.0
101401,1.5,18,100,27.5
101402,1.5,18,100,30.0
101403,1.5,18,100,32.5
101404,1.5,18,100,35.0
101405,1.5,18,100,37.5
101406,1.5,18,100,40.0
101407,1.5,18,100,42.5
101408,1.5,18,100,45.0
101409,1.5,18,100,47.5
101410,1.5,18,100,50.0
101411,1.5,18,110,-50.0
101412,1.5,18,110,-47.5
101413,1.5,18,110,-45.0
101414,1.5,18,110,-42.5
101415,1.5,18,110,-40.0
101416,1.5,18,110,-37.5
101417,1.5,18,110,-35.0
101418,1.5,18,110,-32.5
101419,1.5,18,110,-30.0
101420,1.5,18,110,-27.5
101421,1.5,18,110,-25.0
101422,1.5,18,110,-22.5
101423,1.5,18,110,-20.0
101424,1.5,18,110,-17.5
101425,1.5,18,110,-15.0
101426,1.5,18,110,-12.5
101427,1.5,18,110,-10.0
101428,1.5,18,110,-7.5
101429,1.5,18,110,-5.0
101430,1.5,18,110,-2.5
101431,1.5,18,110,0.0
101432,1.5,18,110,2.5
101433,1.5,18,110,5.0
101434,1.5,18,110,7.5
101435,1.5,18,110,10.0
101436,1.5,18,110,12.5
101437,1.5,18,110,15.0
101438,1.5,18,110,17.5
101439,1.5,18,110,20.0
101440,1.5,18,110,22.5
101441,1.5,18,110,25.0
101442,1.5,18,110,27.5
101443,1.5,18,110,30.0
101444,1.5,18,110,32.5
101445,1.5,18,110,35.0
101446,1.5,18,110,37.5
101447,1.5,18,110,40.0
101448,1.5,18,110,42.5
101449,1.5,18,110,45.0
101450,1.5,18,110,47.5
101451,1.5,18,110,50.0
101452,1.5,18,120,-50.0
101453,1.5,18,120,-47.5
101454,1.5,18,120,-45.0
101455,1.5,18,120,-42.5
101456,1.5,18,120,-40.0
101457,1.5,18,120,-37.5
101458,1.5,18,120,-35.0
101459,1.5,18,120,-32.5
101460,1.5,18,120,-30.0
101461,1.5,18,120,-27.5
101462,1.5,18,120,-25.0
101463,1.5,18,120,-22.5
101464,1.5,18,120,-20.0
101465,1.5,18,120,-17.5
101466,1.5,18,120,-15.0
101467,1.5,18,120,-12.5
101468,1.5,18,120,-10.0
101469,1.5,18,120,-7.5
101470,1.5,18,120,-5.0
101471,1.5,18,120,-2.5
101472,1.5,18,120,0.0
101473,1.5,18,120,2.5
101474,1.5,18,120,5.0
101475,1.5,18,120,7.5
101476,1.5,18,120,10.0
101477,1.5,18,120,12.5
101478,1.5,18,120,15.0
101479,1.5,18,120,17.5
101480,1.5,18,120,20.0
101481,1.5,18,120,22.5
101482,1.5,18,120,25.0
101483,1.5,18,120,27.5
101484,1.5,18,120,30.0
101485,1.5,18,120,32.5
101486,1.5,18,120,35.0
101487,1.5,18,120,37.5
101488,1.5,18,120,40.0
101489,1.5,18,120,42.5
101490,1.5,18,120,45.0
101491,1.5,18,120,47.5
101492,1.5,18,120,50.0
101493,1.5,18,130,-50.0
101494,1.5,18,130,-47.5
101495,1.5,18,130,-45.0
101496,1.5,18,130,-42.5
101497,1.5,18,130,-40.0
101498,1.5,18,130,-37.5
101499,1.5,18,130,-35.0
101500,1.5,18,130,-32.5
101501,1.5,18,130,-30.0
101502,1.5,18,130,-27.5
101503,1.5,18,130,-25.0
101504,1.5,18,130,-22.5
101505,1.5,18,130,-20.0
101506,1.5,18,130,-17.5
101507,1.5,18,130,-15.0
101508,1.5,18,130,-12.5
101509,1.5,18,130,-10.0
101510,1.5,18,130,-7.5
101511,1.5,18,130,-5.0
101512,1.5,18,130,-2.5
101513,1.5,18,130,0.0
101514,1.5,18,130,2.5
101515,1.5,18,130,5.0
101516,1.5,18,130,7.5
101517,1.5,18,130,10.0
101518,1.5,18,130,12.5
101519,1.5,18,130,15.0
101520,1.5,18,130,17.5
101521,1.5,18,130,20.0
101522,1.5,18,130,22.5
101523,1.5,18,130,25.0
101524,1.5,18,130,27.5
101525,1.5,18,130,30.0
101526,1.5,18,130,32.5
101527,1.5,18,130,35.0
101528,1.5,18,130,37.5
101529,1.5,18,130,40.0
101530,1.5,18,130,42.5
101531,1.5,18,130,45.0
101532,1.5,18,130,47.5
101533,1.5,18,130,50.0
101534,1.5,18.5,20,-50.0
101535,1.5,18.5,20,-47.5
101536,1.5,18.5,20,-45.0
101537,1.5,18.5,20,-42.5
101538,1.5,18.5,20,-40.0
101539,1.5,18.5,20,-37.5
101540,1.5,18.5,20,-35.0
101541,1.5,18.5,20,-32.5
101542,1.5,18.5,20,-30.0
101543,1.5,18.5,20,-27.5
101544,1.5,18.5,20,-25.0
101545,1.5,18.5,20,-22.5
101546,1.5,18.5,20,-20.0
101547,1.5,18.5,20,-17.5
101548,1.5,18.5,20,-15.0
101549,1.5,18.5,20,-12.5
101550,1.5,18.5,20,-10.0
101551,1.5,18.5,20,-7.5
101552,1.5,18.5,20,-5.0
101553,1.5,18.5,20,-2.5
101554,1.5,18.5,20,0.0
101555,1.5,18.5,20,2.5
101556,1.5,18.5,20,5.0
101557,1.5,18.5,20,7.5
101558,1.5,18.5,20,10.0
101559,1.5,18.5,20,12.5
101560,1.5,18.5,20,15.0
101561,1.5,18.5,20,17.5
101562,1.5,18.5,20,20.0
101563,1.5,18.5,20,22.5
101564,1.5,18.5,20,25.0
101565,1.5,18.5,20,27.5
101566,1.5,18.5,20,30.0
101567,1.5,18.5,20,32.5
101568,1.5,18.5,20,35.0
101569,1.5,18.5,20,37.5
101570,1.5,18.5,20,40.0
101571,1.5,18.5,20,42.5
101572,1.5,18.5,20,45.0
101573,1.5,18.5,20,47.5
101574,1.5,18.5,20,50.0
101575,1.5,18.5,30,-50.0
101576,1.5,18.5,30,-47.5
101577,1.5,18.5,30,-45.0
101578,1.5,18.5,30,-42.5
101579,1.5,18.5,30,-40.0
101580,1.5,18.5,30,-37.5
101581,1.5,18.5,30,-35.0
101582,1.5,18.5,30,-32.5
101583,1.5,18.5,30,-30.0
101584,1.5,18.5,30,-27.5
101585,1.5,18.5,30,-25.0
101586,1.5,18.5,30,-22.5
101587,1.5,18.5,30,-20.0
101588,1.5,18.5,30,-17.5
101589,1.5,18.5,30,-15.0
101590,1.5,18.5,30,-12.5
101591,1.5,18.5,30,-10.0
101592,1.5,18.5,30,-7.5
101593,1.5,18.5,30,-5.0
101594,1.5,18.5,30,-2.5
101595,1.5,18.5,30,0.0
101596,1.5,18.5,30,2.5
101597,1.5,18.5,30,5.0
101598,1.5,18.5,30,7.5
101599,1.5,18.5,30,10.0
101600,1.5,18.5,30,12.5
101601,1.5,18.5,30,15.0
101602,1.5,18.5,30,17.5
101603,1.5,18.5,30,20.0
101604,1.5,18.5,30,22.5
101605,1.5,18.5,30,25.0
101606,1.5,18.5,30,27.5
101607,1.5,18.5,30,30.0
101608,1.5,18.5,30,32.5
101609,1.5,18.5,30,35.0
101610,1.5,18.5,30,37.5
101611,1.5,18.5,30,40.0
101612,1.5,18.5,30,42.5
101613,1.5,18.5,30,45.0
101614,1.5,18.5,30,47.5
101615,1.5,18.5,30,50.0
101616,1.5,18.5,40,-50.0
101617,1.5,18.5,40,-47.5
101618,1.5,18.5,40,-45.0
101619,1.5,18.5,40,-42.5
101620,1.5,18.5,40,-40.0
101621,1.5,18.5,40,-37.5
101622,1.5,18.5,40,-35.0
101623,1.5,18.5,40,-32.5
101624,1.5,18.5,40,-30.0
101625,1.5,18.5,40,-27.5
101626,1.5,18.5,40,-25.0
101627,1.5,18.5,40,-22.5
101628,1.5,18.5,40,-20.0
101629,1.5,18.5,40,-17.5
101630,1.5,18.5,40,-15.0
101631,1.5,18.5,40,-12.5
101632,1.5,18.5,40,-10.0
101633,1.5,18.5,40,-7.5
101634,1.5,18.5,40,-5.0
101635,1.5,18.5,40,-2.5
101636,1.5,18.5,40,0.0
101637,1.5,18.5,40,2.5
101638,1.5,18.5,40,5.0
101639,1.5,18.5,40,7.5
101640,1.5,18.5,40,10.0
101641,1.5,18.5,40,12.5
101642,1.5,18.5,40,15.0
101643,1.5,18.5,40,17.5
101644,1.5,18.5,40,20.0
101645,1.5,18.5,40,22.5
101646,1.5,18.5,40,25.0
101647,1.5,18.5,40,27.5
101648,1.5,18.5,40,30.0
101649,1.5,18.5,40,32.5
101650,1.5,18.5,40,35.0
101651,1.5,18.5,40,37.5
101652,1.5,18.5,40,40.0
101653,1.5,18.5,40,42.5
101654,1.5,18.5,40,45.0
101655,1.5,18.5,40,47.5
101656,1.5,18.5,40,50.0
101657,1.5,18.5,50,-50.0
101658,1.5,18.5,50,-47.5
101659,1.5,18.5,50,-45.0
101660,1.5,18.5,50,-42.5
101661,1.5,18.5,50,-40.0
101662,1.5,18.5,50,-37.5
101663,1.5,18.5,50,-35.0
101664,1.5,18.5,50,-32.5
101665,1.5,18.5,50,-30.0
101666,1.5,18.5,50,-27.5
101667,1.5,18.5,50,-25.0
101668,1.5,18.5,50,-22.5
101669,1.5,18.5,50,-20.0
101670,1.5,18.5,50,-17.5
101671,1.5,18.5,50,-15.0
101672,1.5,18.5,50,-12.5
101673,1.5,18.5,50,-10.0
101674,1.5,18.5,50,-7.5
101675,1.5,18.5,50,-5.0
101676,1.5,18.5,50,-2.5
101677,1.5,18.5,50,0.0
101678,1.5,18.5,50,2.5
101679,1.5,18.5,50,5.0
101680,1.5,18.5,50,7.5
101681,1.5,18.5,50,10.0
101682,1.5,18.5,50,12.5
101683,1.5,18.5,50,15.0
101684,1.5,18.5,50,17.5
101685,1.5,18.5,50,20.0
101686,1.5,18.5,50,22.5
101687,1.5,18.5,50,25.0
101688,1.5,18.5,50,27.5
101689,1.5,18.5,50,30.0
101690,1.5,18.5,50,32.5
101691,1.5,18.5,50,35.0
101692,1.5,18.5,50,37.5
101693,1.5,18.5,50,40.0
101694,1.5,18.5,50,42.5
101695,1.5,18.5,50,45.0
101696,1.5,18.5,50,47.5
101697,1.5,18.5,50,50.0
101698,1.5,18.5,60,-50.0
101699,1.5,18.5,60,-47.5
101700,1.5,18.5,60,-45.0
101701,1.5,18.5,60,-42.5
101702,1.5,18.5,60,-40.0
101703,1.5,18.5,60,-37.5
101704,1.5,18.5,60,-35.0
101705,1.5,18.5,60,-32.5
101706,1.5,18.5,60,-30.0
101707,1.5,18.5,60,-27.5
101708,1.5,18.5,60,-25.0
101709,1.5,18.5,60,-22.5
101710,1.5,18.5,60,-20.0
101711,1.5,18.5,60,-17.5
101712,1.5,18.5,60,-15.0
101713,1.5,18.5,60,-12.5
101714,1.5,18.5,60,-10.0
101715,1.5,18.5,60,-7.5
101716,1.5,18.5,60,-5.0
101717,1.5,18.5,60,-2.5
101718,1.5,18.5,60,0.0
101719,1.5,18.5,60,2.5
101720,1.5,18.5,60,5.0
101721,1.5,18.5,60,7.5
101722,1.5,18.5,60,10.0
101723,1.5,18.5,60,12.5
101724,1.5,18.5,60,15.0
101725,1.5,18.5,60,17.5
101726,1.5,18.5,60,20.0
101727,1.5,18.5,60,22.5
101728,1.5,18.5,60,25.0
101729,1.5,18.5,60,27.5
101730,1.5,18.5,60,30.0
101731,1.5,18.5,60,32.5
101732,1.5,18.5,60,35.0
101733,1.5,18.5,60,37.5
101734,1.5,18.5,60,40.0
101735,1.5,18.5,60,42.5
101736,1.5,18.5,60,45.0
101737,1.5,18.5,60,47.5
101738,1.5,18.5,60,50.0
101739,1.5,18.5,70,-50.0
101740,1.5,18.5,70,-47.5
101741,1.5,18.5,70,-45.0
101742,1.5,18.5,70,-42.5
101743,1.5,18.5,70,-40.0
101744,1.5,18.5,70,-37.5
101745,1.5,18.5,70,-35.0
101746,1.5,18.5,70,-32.5
101747,1.5,18.5,70,-30.0
101748,1.5,18.5,70,-27.5
101749,1.5,18.5,70,-25.0
101750,1.5,18.5,70,-22.5
101751,1.5,18.5,70,-20.0
101752,1.5,18.5,70,-17.5
101753,1.5,18.5,70,-15.0
101754,1.5,18.5,70,-12.5
101755,1.5,18.5,70,-10.0
101756,1.5,18.5,70,-7.5
101757,1.5,18.5,70,-5.0
101758,1.5,18.5,70,-2.5
101759,1.5,18.5,70,0.0
101760,1.5,18.5,70,2.5
101761,1.5,18.5,70,5.0
101762,1.5,18.5,70,7.5
101763,1.5,18.5,70,10.0
101764,1.5,18.5,70,12.5
101765,1.5,18.5,70,15.0
101766,1.5,18.5,70,17.5
101767,1.5,18.5,70,20.0
101768,1.5,18.5,70,22.5
101769,1.5,18.5,70,25.0
101770,1.5,18.5,70,27.5
101771,1.5,18.5,70,30.0
101772,1.5,18.5,70,32.5
101773,1.5,18.5,70,35.0
101774,1.5,18.5,70,37.5
101775,1.5,18.5,70,40.0
101776,1.5,18.5,70,42.5
101777,1.5,18.5,70,45.0
101778,1.5,18.5,70,47.5
101779,1.5,18.5,70,50.0
101780,1.5,18.5,80,-50.0
101781,1.5,18.5,80,-47.5
101782,1.5,18.5,80,-45.0
101783,1.5,18.5,80,-42.5
101784,1.5,18.5,80,-40.0
101785,1.5,18.5,80,-37.5
101786,1.5,18.5,80,-35.0
101787,1.5,18.5,80,-32.5
101788,1.5,18.5,80,-30.0
101789,1.5,18.5,80,-27.5
101790,1.5,18.5,80,-25.0
101791,1.5,18.5,80,-22.5
101792,1.5,18.5,80,-20.0
101793,1.5,18.5,80,-17.5
101794,1.5,18.5,80,-15.0
101795,1.5,18.5,80,-12.5
101796,1.5,18.5,80,-10.0
101797,1.5,18.5,80,-7.5
101798,1.5,18.5,80,-5.0
101799,1.5,18.5,80,-2.5
101800,1.5,18.5,80,0.0
101801,1.5,18.5,80,2.5
101802,1.5,18.5,80,5.0
101803,1.5,18.5,80,7.5
101804,1.5,18.5,80,10.0
101805,1.5,18.5,80,12.5
101806,1.5,18.5,80,15.0
101807,1.5,18.5,80,17.5
101808,1.5,18.5,80,20.0
101809,1.5,18.5,80,22.5
101810,1.5,18.5,80,25.0
101811,1.5,18.5,80,27.5
101812,1.5,18.5,80,30.0
101813,1.5,18.5,80,32.5
101814,1.5,18.5,80,35.0
101815,1.5,18.5,80,37.5
101816,1.5,18.5,80,40.0
101817,1.5,18.5,80,42.5
101818,1.5,18.5,80,45.0
101819,1.5,18.5,80,47.5
101820,1.5,18.5,80,50.0
101821,1.5,18.5,90,-50.0
101822,1.5,18.5,90,-47.5
101823,1.5,18.5,90,-45.0
101824,1.5,18.5,90,-42.5
101825,1.5,18.5,90,-40.0
101826,1.5,18.5,90,-37.5
101827,1.5,18.5,90,-35.0
101828,1.5,18.5,90,-32.5
101829,1.5,18.5,90,-30.0
101830,1.5,18.5,90,-27.5
101831,1.5,18.5,90,-25.0
101832,1.5,18.5,90,-22.5
101833,1.5,18.5,90,-20.0
101834,1.5,18.5,90,-17.5
101835,1.5,18.5,90,-15.0
101836,1.5,18.5,90,-12.5
101837,1.5,18.5,90,-10.0
101838,1.5,18.5,90,-7.5
101839,1.5,18.5,90,-5.0
101840,1.5,18.5,90,-2.5
101841,1.5,18.5,90,0.0
101842,1.5,18.5,90,2.5
101843,1.5,18.5,90,5.0
101844,1.5,18.5,90,7.5
101845,1.5,18.5,90,10.0
101846,1.5,18.5,90,12.5
101847,1.5,18.5,90,15.0
101848,1.5,18.5,90,17.5
101849,1.5,18.5,90,20.0
101850,1.5,18.5,90,22.5
101851,1.5,18.5,90,25.0
101852,1.5,18.5,90,27.5
101853,1.5,18.5,90,30.0
101854,1.5,18.5,90,32.5
101855,1.5,18.5,90,35.0
101856,1.5,18.5,90,37.5
101857,1.5,18.5,90,40.0
101858,1.5,18.5,90,42.5
101859,1.5,18.5,90,45.0
101860,1.5,18.5,90,47.5
101861,1.5,18.5,90,50.0
101862,1.5,18.5,100,-50.0
101863,1.5,18.5,100,-47.5
101864,1.5,18.5,100,-45.0
101865,1.5,18.5,100,-42.5
101866,1.5,18.5,100,-40.0
101867,1.5,18.5,100,-37.5
101868,1.5,18.5,100,-35.0
101869,1.5,18.5,100,-32.5
101870,1.5,18.5,100,-30.0
101871,1.5,18.5,100,-27.5
101872,1.5,18.5,100,-25.0
101873,1.5,18.5,100,-22.5
101874,1.5,18.5,100,-20.0
101875,1.5,18.5,100,-17.5
101876,1.5,18.5,100,-15.0
101877,1.5,18.5,100,-12.5
101878,1.5,18.5,100,-10.0
101879,1.5,18.5,100,-7.5
101880,1.5,18.5,100,-5.0
101881,1.5,18.5,100,-2.5
101882,1.5,18.5,100,0.0
101883,1.5,18.5,100,2.5
101884,1.5,18.5,100,5.0
101885,1.5,18.5,100,7.5
101886,1.5,18.5,100,10.0
101887,1.5,18.5,100,12.5
101888,1.5,18.5,100,15.0
101889,1.5,18.5,100,17.5
101890,1.5,18.5,100,20.0
101891,1.5,18.5,100,22.5
101892,1.5,18.5,100,25.0
101893,1.5,18.5,100,27.5
101894,1.5,18.5,100,30.0
101895,1.5,18.5,100,32.5
101896,1.5,18.5,100,35.0
101897,1.5,18.5,100,37.5
101898,1.5,18.5,100,40.0
101899,1.5,18.5,100,42.5
101900,1.5,18.5,100,45.0
101901,1.5,18.5,100,47.5
101902,1.5,18.5,100,50.0
101903,1.5,18.5,110,-50.0
101904,1.5,18.5,110,-47.5
101905,1.5,18.5,110,-45.0
101906,1.5,18.5,110,-42.5
101907,1.5,18.5,110,-40.0
101908,1.5,18.5,110,-37.5
101909,1.5,18.5,110,-35.0
101910,1.5,18.5,110,-32.5
101911,1.5,18.5,110,-30.0
101912,1.5,18.5,110,-27.5
101913,1.5,18.5,110,-25.0
101914,1.5,18.5,110,-22.5
101915,1.5,18.5,110,-20.0
101916,1.5,18.5,110,-17.5
101917,1.5,18.5,110,-15.0
101918,1.5,18.5,110,-12.5
101919,1.5,18.5,110,-10.0
101920,1.5,18.5,110,-7.5
101921,1.5,18.5,110,-5.0
101922,1.5,18.5,110,-2.5
101923,1.5,18.5,110,0.0
101924,1.5,18.5,110,2.5
101925,1.5,18.5,110,5.0
101926,1.5,18.5,110,7.5
101927,1.5,18.5,110,10.0
101928,1.5,18.5,110,12.5
101929,1.5,18.5,110,15.0
101930,1.5,18.5,110,17.5
101931,1.5,18.5,110,20.0
101932,1.5,18.5,110,22.5
101933,1.5,18.5,110,25.0
101934,1.5,18.5,110,27.5
101935,1.5,18.5,110,30.0
101936,1.5,18.5,110,32.5
101937,1.5,18.5,110,35.0
101938,1.5,18.5,110,37.5
101939,1.5,18.5,110,40.0
101940,1.5,18.5,110,42.5
101941,1.5,18.5,110,45.0
101942,1.5,18.5,110,47.5
101943,1.5,18.5,110,50.0
101944,1.5,18.5,120,-50.0
101945,1.5,18.5,120,-47.5
101946,1.5,18.5,120,-45.0
101947,1.5,18.5,120,-42.5
101948,1.5,18.5,120,-40.0
101949,1.5,18.5,120,-37.5
101950,1.5,18.5,120,-35.0
101951,1.5,18.5,120,-32.5
101952,1.5,18.5,120,-30.0
101953,1.5,18.5,120,-27.5
101954,1.5,18.5,120,-25.0
101955,1.5,18.5,120,-22.5
101956,1.5,18.5,120,-20.0
101957,1.5,18.5,120,-17.5
101958,1.5,18.5,120,-15.0
101959,1.5,18.5,120,-12.5
101960,1.5,18.5,120,-10.0
101961,1.5,18.5,120,-7.5
101962,1.5,18.5,120,-5.0
101963,1.5,18.5,120,-2.5
101964,1.5,18.5,120,0.0
101965,1.5,18.5,120,2.5
101966,1.5,18.5,120,5.0
101967,1.5,18.5,120,7.5
101968,1.5,18.5,120,10.0
101969,1.5,18.5,120,12.5
101970,1.5,18.5,120,15.0
101971,1.5,18.5,120,17.5
101972,1.5,18.5,120,20.0
101973,1.5,18.5,120,22.5
101974,1.5,18.5,120,25.0
101975,1.5,18.5,120,27.5
101976,1.5,18.5,120,30.0
101977,1.5,18.5,120,32.5
101978,1.5,18.5,120,35.0
101979,1.5,18.5,120,37.5
101980,1.5,18.5,120,40.0
101981,1.5,18.5,120,42.5
101982,1.5,18.5,120,45.0
101983,1.5,18.5,120,47.5
101984,1.5,18.5,120,50.0
101985,1.5,18.5,130,-50.0
101986,1.5,18.5,130,-47.5
101987,1.5,18.5,130,-45.0
101988,1.5,18.5,130,-42.5
101989,1.5,18.5,130,-40.0
101990,1.5,18.5,130,-37.5
101991,1.5,18.5,130,-35.0
101992,1.5,18.5,130,-32.5
101993,1.5,18.5,130,-30.0
101994,1.5,18.5,130,-27.5
101995,1.5,18.5,130,-25.0
101996,1.5,18.5,130,-22.5
101997,1.5,18.5,130,-20.0
101998,1.5,18.5,130,-17.5
101999,1.5,18.5,130,-15.0
102000,1.5,18.5,130,-12.5
102001,1.5,18.5,130,-10.0
102002,1.5,18.5,130,-7.5
102003,1.5,18.5,130,-5.0
102004,1.5,18.5,130,-2.5
102005,1.5,18.5,130,0.0
102006,1.5,18.5,130,2.5
102007,1.5,18.5,130,5.0
102008,1.5,18.5,130,7.5
102009,1.5,18.5,130,10.0
102010,1.5,18.5,130,12.5
102011,1.5,18.5,130,15.0
102012,1.5,18.5,130,17.5
102013,1.5,18.5,130,20.0
102014,1.5,18.5,130,22.5
102015,1.5,18.5,130,25.0
102016,1.5,18.5,130,27.5
102017,1.5,18.5,130,30.0
102018,1.5,18.5,130,32.5
102019,1.5,18.5,130,35.0
102020,1.5,18.5,130,37.5
102021,1.5,18.5,130,40.0
102022,1.5,18.5,130,42.5
102023,1.5,18.5,130,45.0
102024,1.5,18.5,130,47.5
102025,1.5,18.5,130,50.0
102026,1.5,19,20,-50.0
102027,1.5,19,20,-47.5
102028,1.5,19,20,-45.0
102029,1.5,19,20,-42.5
102030,1.5,19,20,-40.0
102031,1.5,19,20,-37.5
102032,1.5,19,20,-35.0
102033,1.5,19,20,-32.5
102034,1.5,19,20,-30.0
102035,1.5,19,20,-27.5
102036,1.5,19,20,-25.0
102037,1.5,19,20,-22.5
102038,1.5,19,20,-20.0
102039,1.5,19,20,-17.5
102040,1.5,19,20,-15.0
102041,1.5,19,20,-12.5
102042,1.5,19,20,-10.0
102043,1.5,19,20,-7.5
102044,1.5,19,20,-5.0
102045,1.5,19,20,-2.5
102046,1.5,19,20,0.0
